E0,Ep,theta,Q2,xs,err,f1f221,ratio,Unnamed: 8,dataSet,Veff,Eeff,nu,Ep_eff,ThetaRad,sin2(T/2),cos2(T/2),tan2(T/2),nuel,Ex,Q2eff,qv2,qv,w2,w2_O
0.32,0.125,90.0,0.08000000000000002,7700.0,479.0,8490.0,0.90651,,Meziani-1984is,0.0089,0.3289,0.195,0.1339,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.001951083293270095,0.1930489167067299,0.08807942000000002,0.12610442000000002,0.3551118415372825,1.1582032725290001,1.166282692529
0.32,0.115,90.0,0.07360000000000001,7090.0,495.0,7930.0,0.89448,,Meziani-1984is,0.0089,0.3289,0.20500000000000002,0.12390000000000001,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.001951083293270095,0.20304891670672992,0.08150142000000003,0.12352642000000004,0.3514632555474328,1.1835467325290001,1.191448152529
0.32,0.105,90.0,0.06720000000000001,7810.0,619.0,7620.0,1.02489,,Meziani-1984is,0.0089,0.3289,0.21500000000000002,0.1139,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.001951083293270095,0.21304891670672993,0.07492342000000002,0.12114842000000003,0.3480638159878157,1.208890192529,1.2166136125290001
0.3299,0.2675,140.0,0.3117006630549487,878.0,36.8,490.0,1.79188,,Altemus-1973,0.0089,0.33880000000000005,0.06240000000000001,0.27640000000000003,2.443460952792061,0.8830222215594888,0.11697777844051105,7.548632170413027,0.003643966760684958,0.05875603323931505,0.3307600619313108,0.3346538219313108,0.5784927155386754,0.6666926309976893,0.6857520298740514
0.3299,0.2573,140.0,0.2998152545945356,1400.0,47.5,723.0,1.93834,,Altemus-1973,0.0089,0.33880000000000005,0.07260000000000005,0.2662,2.443460952792061,0.8830222215594888,0.11697777844051105,7.548632170413027,0.003643966760684958,0.0689560332393151,0.3185540104418051,0.3238247704418051,0.5690560345359718,0.6980394516871952,0.7167782075344646
0.3299,0.2471,140.0,0.2879298461341227,1920.0,57.1,1400.0,1.37005,,Altemus-1973,0.0089,0.33880000000000005,0.08280000000000004,0.256,2.443460952792061,0.8830222215594888,0.11697777844051105,7.548632170413027,0.003643966760684958,0.07915603323931508,0.3063479589522994,0.3132037989522994,0.5596461372620197,0.7293862723767007,0.7478043851948775
0.3299,0.2369,140.0,0.2760444376737097,2780.0,71.3,2100.0,1.32293,,Altemus-1973,0.0089,0.33880000000000005,0.09300000000000003,0.2458,2.443460952792061,0.8830222215594888,0.11697777844051105,7.548632170413027,0.003643966760684958,0.08935603323931507,0.2941419074627937,0.3027909074627937,0.5502643977787348,0.7607330930662065,0.7788305628552905
0.3299,0.2267,140.0,0.2641590292132967,3320.0,88.9,2840.0,1.16687,,Altemus-1973,0.0089,0.33880000000000005,0.10320000000000001,0.2356,2.443460952792061,0.8830222215594888,0.11697777844051105,7.548632170413027,0.003643966760684958,0.09955603323931506,0.281935855973288,0.292586095973288,0.5409122812187647,0.792079913755712,0.8098567405157033
0.3299,0.2164,140.0,0.25215709714052675,4000.0,95.0,3580.0,1.11786,,Altemus-1973,0.0089,0.33880000000000005,0.11350000000000002,0.2253,2.443460952792061,0.8830222215594888,0.11697777844051105,7.548632170413027,0.003643966760684958,0.10985603323931506,0.2696101373123166,0.2824923873123166,0.5315001291743179,0.8237340562166835,0.8411870963884733
0.3299,0.2062,140.0,0.24027168868011373,4770.0,114.0,4220.0,1.12986,,Altemus-1973,0.0089,0.33880000000000005,0.12370000000000003,0.21509999999999999,2.443460952792061,0.8830222215594888,0.11697777844051105,7.548632170413027,0.003643966760684958,0.12005603323931507,0.2574040858228109,0.2727057758228109,0.52221238574244,0.8550808769061893,0.8722132740488864
0.3299,0.1959,140.0,0.2282697566073437,5060.0,117.0,4710.0,1.07337,,Altemus-1973,0.0089,0.33880000000000005,0.13400000000000004,0.20479999999999998,2.443460952792061,0.8830222215594888,0.11697777844051105,7.548632170413027,0.003643966760684958,0.13035603323931508,0.24507836716183948,0.2630343671618395,0.5128687621232546,0.8867350193671606,0.9035436299216564
0.3299,0.1857,140.0,0.21638434814693072,5370.0,127.0,5010.0,1.07087,,Altemus-1973,0.0089,0.33880000000000005,0.14420000000000002,0.1946,2.443460952792061,0.8830222215594888,0.11697777844051105,7.548632170413027,0.003643966760684958,0.14055603323931506,0.23287231567233385,0.25366595567233385,0.5036526140826968,0.9180818400566662,0.9345698075820692
0.3299,0.1754,140.0,0.20438241607416074,5630.0,130.0,5130.0,1.09756,,Altemus-1973,0.0089,0.33880000000000005,0.15450000000000003,0.1843,2.443460952792061,0.8830222215594888,0.11697777844051105,7.548632170413027,0.003643966760684958,0.15085603323931507,0.2205465970113624,0.2444168470113624,0.4943853224068878,0.9497359825176378,0.9659001634548394
0.3299,0.1651,140.0,0.19238048400139077,5480.0,130.0,5090.0,1.07504,,Altemus-1973,0.0089,0.33880000000000005,0.16480000000000003,0.174,2.443460952792061,0.8830222215594888,0.11697777844051105,7.548632170413027,0.003643966760684958,0.16115603323931507,0.20822087835039096,0.23537991835039096,0.4851596833521835,0.9813901249786092,0.9972305193276094
0.3299,0.1549,140.0,0.18049507554097777,5310.0,135.0,4940.0,1.0756,,Altemus-1973,0.0089,0.33880000000000005,0.17500000000000002,0.1638,2.443460952792061,0.8830222215594888,0.11697777844051105,7.548632170413027,0.003643966760684958,0.17135603323931506,0.1960148268608853,0.22663982686088532,0.4760670403009279,1.0127369456681148,1.0282566969880222
0.3299,0.1446,140.0,0.16849314346820776,4720.0,134.0,4710.0,1.00265,,Altemus-1973,0.0089,0.33880000000000005,0.18530000000000002,0.1535,2.443460952792061,0.8830222215594888,0.11697777844051105,7.548632170413027,0.003643966760684958,0.18165603323931506,0.18368910819991388,0.2180251981999139,0.46693168472477203,1.044391088129086,1.0595870528607922
0.3299,0.1343,140.0,0.15649121139543778,4200.0,128.0,4440.0,0.94541,,Altemus-1973,0.0089,0.33880000000000005,0.19560000000000002,0.1432,2.443460952792061,0.8830222215594888,0.11697777844051105,7.548632170413027,0.003643966760684958,0.19195603323931507,0.17136338953894245,0.20962274953894244,0.4578457704718287,1.0760452305900579,1.0909174087335625
0.3299,0.1241,140.0,0.14460580293502479,4050.0,128.0,4170.0,0.97165,,Altemus-1973,0.0089,0.33880000000000005,0.20580000000000004,0.133,2.443460952792061,0.8830222215594888,0.11697777844051105,7.548632170413027,0.003643966760684958,0.20215603323931508,0.1591573380494368,0.20151097804943682,0.44889974164554475,1.1073920512795632,1.1219435863939753
0.3299,0.1137,140.0,0.1324873472498978,3660.0,130.0,3930.0,0.93085,,Altemus-1973,0.0089,0.33880000000000005,0.21620000000000003,0.1226,2.443460952792061,0.8830222215594888,0.11697777844051105,7.548632170413027,0.003643966760684958,0.21255603323931507,0.14671195221699962,0.19345439221699962,0.4398345054870066,1.1393535155120005,1.1535781204791025
0.3299,0.1035,140.0,0.1206019387894848,3830.0,140.0,3760.0,1.0192,,Altemus-1973,0.0089,0.33880000000000005,0.22640000000000005,0.1124,2.443460952792061,0.8830222215594888,0.11697777844051105,7.548632170413027,0.003643966760684958,0.2227560332393151,0.13450590072749394,0.18576286072749396,0.43100215861117674,1.170700336201506,1.1846042981395153
0.3299,0.0931,140.0,0.10848348310435783,3950.0,151.0,3670.0,1.07554,,Altemus-1973,0.0089,0.33880000000000005,0.2368,0.10200000000000001,2.443460952792061,0.8830222215594888,0.11697777844051105,7.548632170413027,0.003643966760684958,0.23315603323931505,0.12206051489505679,0.17813475489505678,0.42206013184741437,1.2026618004339433,1.2162388322246425
0.3299,0.0828,140.0,0.09648155103158784,4510.0,171.0,3720.0,1.21407,,Altemus-1973,0.0089,0.33880000000000005,0.24710000000000004,0.0917,2.443460952792061,0.8830222215594888,0.11697777844051105,7.548632170413027,0.003643966760684958,0.24345603323931508,0.10973479623408537,0.1707932062340854,0.4132713469793005,1.2343159428949149,1.2475691880974122
0.3299,0.0725,140.0,0.08447961895881786,5190.0,200.0,3900.0,1.32855,,Altemus-1973,0.0089,0.33880000000000005,0.2574,0.0814,2.443460952792061,0.8830222215594888,0.11697777844051105,7.548632170413027,0.003643966760684958,0.25375603323931506,0.09740907757311394,0.16366383757311395,0.404553874747374,1.2659700853558862,1.2788995439701822
0.3299,0.0622,140.0,0.07247768688604787,6400.0,261.0,4240.0,1.50889,,Altemus-1973,0.0089,0.33880000000000005,0.26770000000000005,0.0711,2.443460952792061,0.8830222215594888,0.11697777844051105,7.548632170413027,0.003643966760684958,0.2640560332393151,0.08508335891214251,0.15674664891214254,0.39591242581174757,1.2976242278168577,1.3102298998429522
0.3331,0.2645,180.0,0.3524198,549.0,38.0,274.0,2.00139,,Hotta-1994,0.0089,0.342,0.0686,0.27340000000000003,3.141592653589793,1.0,3.749399456654644e-33,2.6670937881135714e+32,0.004200488193571716,0.06439951180642828,0.3740112000000001,0.3787171600000001,0.6154000000000001,0.635076078129,0.6566674781290001
0.3331,0.2546,180.0,0.33922904,896.0,50.0,403.0,2.22101,,Hotta-1994,0.0089,0.342,0.07850000000000001,0.2635,3.141592653589793,1.0,3.749399456654644e-33,2.6670937881135714e+32,0.004200488193571716,0.0742995118064283,0.36046800000000007,0.36663025000000005,0.6055,0.667197083529,0.688436043529
0.3331,0.2447,180.0,0.32603828,1300.0,43.0,585.0,2.22196,,Hotta-1994,0.0089,0.342,0.0884,0.2536,3.141592653589793,1.0,3.749399456654644e-33,2.6670937881135714e+32,0.004200488193571716,0.08419951180642829,0.34692480000000003,0.35473936000000006,0.5956,0.699318088929,0.7202046089290001
0.3331,0.2348,180.0,0.31284752000000005,1800.0,44.0,827.0,2.17617,,Hotta-1994,0.0089,0.342,0.0983,0.2437,3.141592653589793,1.0,3.749399456654644e-33,2.6670937881135714e+32,0.004200488193571716,0.09409951180642828,0.3333816,0.34304449,0.5857,0.7314390943289999,0.7519731743289999
0.3331,0.2249,180.0,0.29965675999999997,2230.0,51.0,1120.0,1.98275,,Hotta-1994,0.0089,0.342,0.10820000000000002,0.23379999999999998,3.141592653589793,1.0,3.749399456654644e-33,2.6670937881135714e+32,0.004200488193571716,0.1039995118064283,0.3198384,0.33154564000000003,0.5758,0.763560099729,0.7837417397290001
0.3331,0.215,180.0,0.286466,2630.0,53.0,1450.0,1.81154,,Hotta-1994,0.0089,0.342,0.11810000000000001,0.2239,3.141592653589793,1.0,3.749399456654644e-33,2.6670937881135714e+32,0.004200488193571716,0.1138995118064283,0.3062952,0.32024281,0.5659,0.7956811051290001,0.8155103051290001
0.3331,0.2051,180.0,0.27327524000000003,3130.0,60.0,1760.0,1.77609,,Hotta-1994,0.0089,0.342,0.128,0.214,3.141592653589793,1.0,3.749399456654644e-33,2.6670937881135714e+32,0.004200488193571716,0.12379951180642829,0.292752,0.309136,0.556,0.827802110529,0.847278870529
0.3331,0.1952,180.0,0.26008448,3540.0,63.0,2010.0,1.76559,,Hotta-1994,0.0089,0.342,0.1379,0.2041,3.141592653589793,1.0,3.749399456654644e-33,2.6670937881135714e+32,0.004200488193571716,0.13369951180642828,0.27920880000000003,0.29822521,0.5461,0.8599231159290001,0.8790474359290001
0.3331,0.1853,180.0,0.24689371999999998,3900.0,70.0,2140.0,1.81971,,Hotta-1994,0.0089,0.342,0.14780000000000001,0.19419999999999998,3.141592653589793,1.0,3.749399456654644e-33,2.6670937881135714e+32,0.004200488193571716,0.1435995118064283,0.2656656,0.28751044000000003,0.5362,0.8920441213290002,0.9108160013290002
0.3331,0.1754,180.0,0.23370296000000002,4160.0,71.0,2170.0,1.92059,,Hotta-1994,0.0089,0.342,0.1577,0.1843,3.141592653589793,1.0,3.749399456654644e-33,2.6670937881135714e+32,0.004200488193571716,0.1534995118064283,0.2521224,0.27699169,0.5263,0.9241651267290001,0.942584566729
0.3331,0.1655,180.0,0.22051220000000002,4080.0,81.0,2090.0,1.95665,,Hotta-1994,0.0089,0.342,0.1676,0.1744,3.141592653589793,1.0,3.749399456654644e-33,2.6670937881135714e+32,0.004200488193571716,0.16339951180642828,0.23857920000000002,0.26666896,0.5164,0.9562861321289999,0.9743531321289999
0.3331,0.1556,180.0,0.20732144,4270.0,77.0,1930.0,2.21692,,Hotta-1994,0.0089,0.342,0.17750000000000002,0.16449999999999998,3.141592653589793,1.0,3.749399456654644e-33,2.6670937881135714e+32,0.004200488193571716,0.1732995118064283,0.22503599999999999,0.25654224999999997,0.5065,0.988407137529,1.006121697529
0.3331,0.1457,180.0,0.19413068,3910.0,74.0,1720.0,2.2759,,Hotta-1994,0.0089,0.342,0.1874,0.1546,3.141592653589793,1.0,3.749399456654644e-33,2.6670937881135714e+32,0.004200488193571716,0.1831995118064283,0.2114928,0.24661156,0.4966,1.020528142929,1.037890262929
0.3331,0.1358,180.0,0.18093992,3880.0,75.0,1490.0,2.6084,,Hotta-1994,0.0089,0.342,0.1973,0.1447,3.141592653589793,1.0,3.749399456654644e-33,2.6670937881135714e+32,0.004200488193571716,0.1930995118064283,0.1979496,0.23687689,0.4867,1.052649148329,1.069658828329
0.3331,0.1259,180.0,0.16774916,3560.0,72.0,1250.0,2.83756,,Hotta-1994,0.0089,0.342,0.2072,0.1348,3.141592653589793,1.0,3.749399456654644e-33,2.6670937881135714e+32,0.004200488193571716,0.20299951180642828,0.18440640000000003,0.22733824000000002,0.4768,1.084770153729,1.101427393729
0.3331,0.116,180.0,0.1545584,3500.0,70.0,1030.0,3.38557,,Hotta-1994,0.0089,0.342,0.21710000000000002,0.12490000000000001,3.141592653589793,1.0,3.749399456654644e-33,2.6670937881135714e+32,0.004200488193571716,0.2128995118064283,0.17086320000000002,0.21799561000000003,0.46690000000000004,1.1168911591289998,1.133195959129
0.3331,0.1061,180.0,0.14136764000000002,3520.0,73.0,833.0,4.22397,,Hotta-1994,0.0089,0.342,0.227,0.115,3.141592653589793,1.0,3.749399456654644e-33,2.6670937881135714e+32,0.004200488193571716,0.2227995118064283,0.15732000000000002,0.208849,0.457,1.1490121645290001,1.1649645245290001
0.3331,0.0962,180.0,0.12817688,4200.0,93.0,657.0,6.39532,,Hotta-1994,0.0089,0.342,0.2369,0.1051,3.141592653589793,1.0,3.749399456654644e-33,2.6670937881135714e+32,0.004200488193571716,0.23269951180642828,0.1437768,0.19989841000000003,0.44710000000000005,1.1811331699290002,1.196733089929
0.3331,0.0863,180.0,0.11498612000000001,4510.0,88.0,504.0,8.9438,,Hotta-1994,0.0089,0.342,0.24680000000000002,0.0952,3.141592653589793,1.0,3.749399456654644e-33,2.6670937881135714e+32,0.004200488193571716,0.2425995118064283,0.13023360000000003,0.19114384000000004,0.43720000000000003,1.2132541753290003,1.2285016553290002
0.3331,0.0764,180.0,0.10179536,4000.0,167.0,375.0,10.67749,,Hotta-1994,0.0089,0.342,0.25670000000000004,0.0853,3.141592653589793,1.0,3.749399456654644e-33,2.6670937881135714e+32,0.004200488193571716,0.2524995118064283,0.11669040000000001,0.18258529000000004,0.42730000000000007,1.245375180729,1.2602702207290002
0.34,0.315,60.0,0.10709999999999999,42800.0,1180.0,35600.0,1.20363,,Meziani-1984is,0.0089,0.34890000000000004,0.025000000000000022,0.3239,1.0471975511965976,0.24999999999999994,0.7500000000000001,0.3333333333333333,0.0011044516202802224,0.0238955483797198,0.11300871,0.11363371,0.33709599522984546,0.814261162529,0.8201698725290001
0.34,0.305,60.0,0.10369999999999997,52400.0,1490.0,53200.0,0.98487,,Meziani-1984is,0.0089,0.34890000000000004,0.03500000000000003,0.3139,1.0471975511965976,0.24999999999999994,0.7500000000000001,0.3333333333333333,0.0011044516202802224,0.03389554837971981,0.10951970999999999,0.11074471,0.3327832778250734,0.836515622529,0.8423353325290001
0.34,0.295,60.0,0.10029999999999997,60900.0,1780.0,65900.0,0.92399,,Meziani-1984is,0.0089,0.34890000000000004,0.04500000000000004,0.3039,1.0471975511965976,0.24999999999999994,0.7500000000000001,0.3333333333333333,0.0011044516202802224,0.04389554837971982,0.10603070999999999,0.10805570999999999,0.328718283641175,0.8587700825290001,0.8645007925290001
0.34,0.285,60.0,0.09689999999999997,68100.0,2020.0,73500.0,0.92683,,Meziani-1984is,0.0089,0.34890000000000004,0.05500000000000005,0.2939,1.0471975511965976,0.24999999999999994,0.7500000000000001,0.3333333333333333,0.0011044516202802224,0.053895548379719826,0.10254170999999998,0.10556670999999998,0.3249103107012764,0.8810245425290001,0.8866662525290001
0.34,0.275,60.0,0.0935,69800.0,2150.0,75700.0,0.92255,,Meziani-1984is,0.0089,0.34890000000000004,0.065,0.28390000000000004,1.0471975511965976,0.24999999999999994,0.7500000000000001,0.3333333333333333,0.0011044516202802224,0.06389554837971978,0.09905271,0.10327771000000001,0.3213684956556881,0.9032790025290001,0.9088317125290001
0.34,0.265,60.0,0.0901,71900.0,2270.0,73400.0,0.9797,,Meziani-1984is,0.0089,0.34890000000000004,0.07500000000000001,0.27390000000000003,1.0471975511965976,0.24999999999999994,0.7500000000000001,0.3333333333333333,0.0011044516202802224,0.07389554837971979,0.09556371,0.10118871,0.3181017290113337,0.9255334625290002,0.9309971725290002
0.34,0.255,60.0,0.0867,71700.0,2340.0,68200.0,1.05206,,Meziani-1984is,0.0089,0.34890000000000004,0.08500000000000002,0.2639,1.0471975511965976,0.24999999999999994,0.7500000000000001,0.3333333333333333,0.0011044516202802224,0.0838955483797198,0.09207471,0.09929971000000001,0.31511856498784707,0.9477879225290001,0.9531626325290001
0.34,0.245,60.0,0.08329999999999999,68600.0,2320.0,61400.0,1.11768,,Meziani-1984is,0.0089,0.34890000000000004,0.09500000000000003,0.2539,1.0471975511965976,0.24999999999999994,0.7500000000000001,0.3333333333333333,0.0011044516202802224,0.0938955483797198,0.08858571,0.09761071,0.31242712750335877,0.9700423825290001,0.9753280925290002
0.34,0.235,60.0,0.07989999999999998,61600.0,2190.0,54100.0,1.13764,,Meziani-1984is,0.0089,0.34890000000000004,0.10500000000000004,0.24389999999999998,1.0471975511965976,0.24999999999999994,0.7500000000000001,0.3333333333333333,0.0011044516202802224,0.10389554837971982,0.08509670999999999,0.09612171,0.3100350141516277,0.9922968425290002,0.9974935525290002
0.34,0.225,60.0,0.0765,50600.0,1950.0,47200.0,1.07317,,Meziani-1984is,0.0089,0.34890000000000004,0.11500000000000002,0.2339,1.0471975511965976,0.24999999999999994,0.7500000000000001,0.3333333333333333,0.0011044516202802224,0.1138955483797198,0.08160771,0.09483271,0.30794920035616263,1.014551302529,1.0196590125290002
0.34,0.215,60.0,0.07309999999999998,41700.0,1750.0,40700.0,1.02354,,Meziani-1984is,0.0089,0.34890000000000004,0.12500000000000003,0.2239,1.0471975511965976,0.24999999999999994,0.7500000000000001,0.3333333333333333,0.0011044516202802224,0.1238955483797198,0.07811871,0.09374371000000001,0.30617594614861565,1.0368057625290001,1.0418244725290002
0.34,0.205,60.0,0.06969999999999998,32600.0,1500.0,35100.0,0.92946,,Meziani-1984is,0.0089,0.34890000000000004,0.13500000000000004,0.21389999999999998,1.0471975511965976,0.24999999999999994,0.7500000000000001,0.3333333333333333,0.0011044516202802224,0.13389554837971981,0.07462970999999999,0.09285471,0.30472070819030334,1.0590602225290002,1.063989932529
0.34,0.195,60.0,0.0663,26300.0,1320.0,30200.0,0.87126,,Meziani-1984is,0.0089,0.34890000000000004,0.14500000000000002,0.2039,1.0471975511965976,0.24999999999999994,0.7500000000000001,0.3333333333333333,0.0011044516202802224,0.1438955483797198,0.07114071,0.09216571,0.30358805971249925,1.0813146825290003,1.0861553925290002
0.34,0.185,60.0,0.06289999999999998,23200.0,1220.0,26100.0,0.89025,,Meziani-1984is,0.0089,0.34890000000000004,0.15500000000000003,0.1939,1.0471975511965976,0.24999999999999994,0.7500000000000001,0.3333333333333333,0.0011044516202802224,0.1538955483797198,0.06765170999999999,0.09167671,0.30278162097458955,1.1035691425290002,1.1083208525290003
0.34,0.175,60.0,0.05949999999999998,20000.0,1160.0,22700.0,0.88148,,Meziani-1984is,0.0089,0.34890000000000004,0.16500000000000004,0.18389999999999998,1.0471975511965976,0.24999999999999994,0.7500000000000001,0.3333333333333333,0.0011044516202802224,0.1638955483797198,0.06416270999999998,0.09138771,0.30230400261987933,1.1258236025290003,1.1304863125290003
0.34,0.165,60.0,0.05609999999999999,18200.0,1160.0,20000.0,0.90782,,Meziani-1984is,0.0089,0.34890000000000004,0.17500000000000002,0.1739,1.0471975511965976,0.24999999999999994,0.7500000000000001,0.3333333333333333,0.0011044516202802224,0.1738955483797198,0.06067370999999999,0.09129871,0.30215676394878205,1.1480780625290001,1.152651772529
0.34,0.155,60.0,0.05269999999999999,19500.0,1330.0,18100.0,1.07663,,Meziani-1984is,0.0089,0.34890000000000004,0.18500000000000003,0.1639,1.0471975511965976,0.24999999999999994,0.7500000000000001,0.3333333333333333,0.0011044516202802224,0.1838955483797198,0.05718470999999999,0.09140971,0.30234038764280236,1.170332522529,1.174817232529
0.3488,0.2925,90.0,0.20404800000000003,6780.0,86.1,5550.0,1.22048,,Altemus-1973,0.0089,0.3577,0.05630000000000002,0.3014,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.0023168107289728845,0.05398318927102713,0.21562156000000007,0.21879125000000008,0.46775126937294365,0.770384202329,0.781957762329
0.3488,0.2632,90.0,0.18360832000000002,12400.0,25.7,12400.0,1.00639,,Altemus-1973,0.0089,0.3577,0.08560000000000001,0.2721,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.0023168107289728845,0.08328318927102712,0.19466034000000007,0.20198770000000008,0.44943041730617217,0.846328220129,0.857380240129
0.3488,0.2521,90.0,0.17586496000000001,13100.0,21.8,14000.0,0.93115,,Altemus-1973,0.0089,0.3577,0.09670000000000001,0.261,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.0023168107289728845,0.09438318927102712,0.18671940000000004,0.19607029000000004,0.4427982497707054,0.875098820729,0.8859532607290002
0.3488,0.2466,90.0,0.17202816000000004,13400.0,217.0,14600.0,0.92095,,Altemus-1973,0.0089,0.3577,0.10219999999999999,0.2555,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.0023168107289728845,0.0998831892710271,0.18278470000000005,0.19322954000000003,0.43957882114587826,0.8893545237289999,0.900111063729
0.3488,0.2365,90.0,0.16498240000000003,13800.0,230.0,15100.0,0.91908,,Altemus-1973,0.0089,0.3577,0.11230000000000001,0.24539999999999998,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.0023168107289728845,0.10998318927102713,0.17555916000000002,0.18817045000000002,0.4337861800472671,0.915533178329,0.9261099383290001
0.3488,0.2263,90.0,0.15786688000000001,13600.0,254.0,15000.0,0.90828,,Altemus-1973,0.0089,0.3577,0.1225,0.2352,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.0023168107289728845,0.12018318927102711,0.16826208000000004,0.18326833000000003,0.4280985050195808,0.9419710275289999,0.9523662275289999
0.3488,0.2162,90.0,0.15082112000000003,13100.0,279.0,14500.0,0.90615,,Altemus-1973,0.0089,0.3577,0.1326,0.2251,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.0023168107289728845,0.1302831892710271,0.16103654000000003,0.17861930000000004,0.4226337658067562,0.9681496821290001,0.9783651021290001
0.3488,0.206,90.0,0.14370560000000002,12400.0,304.0,13600.0,0.90905,,Altemus-1973,0.0089,0.3577,0.1428,0.21489999999999998,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.0023168107289728845,0.14048318927102713,0.15373946000000002,0.17413130000000002,0.41729042644182485,0.9945875313290001,1.004621391329
0.3488,0.1957,90.0,0.13652032000000003,11400.0,253.0,12700.0,0.90419,,Altemus-1973,0.0089,0.3577,0.15309999999999999,0.2046,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.0023168107289728845,0.1507831892710271,0.14637084000000003,0.16981045000000003,0.4120806353130417,1.0212845751289998,1.031135095129
0.3488,0.1855,90.0,0.12940480000000001,9230.0,202.0,11600.0,0.79392,,Altemus-1973,0.0089,0.3577,0.1633,0.1944,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.0023168107289728845,0.16098318927102712,0.13907376000000002,0.16574065000000002,0.4071125765682019,1.047722424329,1.057391384329
0.3488,0.1753,90.0,0.12228928000000004,8050.0,201.0,10600.0,0.75875,,Altemus-1973,0.0089,0.3577,0.1735,0.1842,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.0023168107289728845,0.1711831892710271,0.13177668000000003,0.16187893000000003,0.402341807422495,1.0741602735290001,1.0836476735290002
0.3488,0.1651,90.0,0.11517376000000003,7700.0,200.0,9660.0,0.79722,,Altemus-1973,0.0089,0.3577,0.1837,0.174,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.0023168107289728845,0.18138318927102712,0.12447960000000002,0.15822529000000002,0.39777542659143744,1.100598122729,1.109903962729
0.3488,0.1547,90.0,0.10791872000000002,7200.0,200.0,8820.0,0.81568,,Altemus-1973,0.0089,0.3577,0.1941,0.1636,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.0023168107289728845,0.1917831892710271,0.11703944000000004,0.15471425000000003,0.39333732342608935,1.127554361129,1.136675081129
0.3488,0.1444,90.0,0.10073344000000002,6960.0,249.0,8140.0,0.85555,,Altemus-1973,0.0089,0.3577,0.2044,0.1533,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.0023168107289728845,0.2020831892710271,0.10967082000000003,0.15145018000000005,0.38916600570964577,1.154251404929,1.1631887849290001
0.3488,0.1342,90.0,0.09361792000000002,7410.0,372.0,7660.0,0.96741,,Altemus-1973,0.0089,0.3577,0.21459999999999999,0.1431,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.0023168107289728845,0.2122831892710271,0.10237374000000003,0.14842690000000003,0.3852621185634529,1.180689254129,1.189445074129
0.3488,0.1238,90.0,0.08636288,8180.0,2480.0,7380.0,1.10784,,Altemus-1973,0.0089,0.3577,0.225,0.13269999999999998,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.0023168107289728845,0.22268318927102712,0.09493358000000002,0.14555858000000002,0.38152140175880045,1.207645492529,1.216216192529
0.3488,0.1135,90.0,0.07917760000000001,8850.0,300.0,7350.0,1.20362,,Altemus-1973,0.0089,0.3577,0.2353,0.12240000000000001,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.0023168107289728845,0.23298318927102712,0.08756496000000002,0.14293105000000003,0.3780622303272307,1.2343425363290002,1.242729896329
0.3488,0.1033,90.0,0.07206208000000001,9810.0,379.0,7560.0,1.29829,,Altemus-1973,0.0089,0.3577,0.2455,0.11220000000000001,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.0023168107289728845,0.2431831892710271,0.08026788000000003,0.14053813000000004,0.3748841554400506,1.2607803855289998,1.2689861855289999
0.3488,0.093,90.0,0.06487680000000001,11100.0,632.0,7980.0,1.38557,,Altemus-1973,0.0089,0.3577,0.2558,0.1019,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.0023168107289728845,0.25348318927102714,0.07289926000000002,0.13833290000000004,0.3719313108626377,1.2874774293290001,1.2954998893290002
0.3488,0.0827,90.0,0.05769152000000001,11200.0,828.0,8590.0,1.29837,,Altemus-1973,0.0089,0.3577,0.2661,0.0916,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.0023168107289728845,0.2637831892710271,0.06553064000000001,0.13633985,0.3692422646447722,1.3141744731290002,1.322013593129
