Data:Z,A,E0,ThetaDeg,nu,cross,error,dataSet
26,56,3.595,16.02,0.27,1630.46,32.6093,Day:1993md
26,56,3.595,16.02,0.275,1784.796,35.69602,Day:1993md
26,56,3.595,16.02,0.28,1950.936,39.01882,Day:1993md
26,56,3.595,16.02,0.285,2128.048,42.56106,Day:1993md
26,56,3.595,16.02,0.29,2317.068,46.34146,Day:1993md
26,56,3.595,16.02,0.295,2517.216,50.34442,Day:1993md
26,56,3.595,16.02,0.3,2727.556,54.55122,Day:1993md
26,56,3.595,16.02,0.305,2948.556,58.97122,Day:1993md
26,56,3.595,16.02,0.31,3178.188,63.56386,Day:1993md
26,56,3.595,16.02,0.315,3417.076,68.34162,Day:1993md
26,56,3.595,16.02,0.32,3663.348,73.26706,Day:1993md
26,56,3.595,16.02,0.325,3915.028,78.30066,Day:1993md
26,56,3.595,16.02,0.33,4172.792,83.45594,Day:1993md
26,56,3.595,16.02,0.335,4433.208,88.66426,Day:1993md
26,56,3.595,16.02,0.34,4697.732,93.95474,Day:1993md
26,56,3.595,16.02,0.345,4963.712,99.27434,Day:1993md
26,56,3.595,16.02,0.35,5228.808,104.57626,Day:1993md
26,56,3.595,16.02,0.355,5494.892,109.89794,Day:1993md
26,56,3.595,16.02,0.36,5757.648,115.15306,Day:1993md
26,56,3.595,16.02,0.365,6020.144,120.40298,Day:1993md
26,56,3.595,16.02,0.37,6279.468,125.58946,Day:1993md
26,56,3.595,16.02,0.375,6533.176,130.66362,Day:1993md
26,56,3.595,16.02,0.38,6784.856,135.69722,Day:1993md
26,56,3.595,16.02,0.385,7029.204,140.58418,Day:1993md
26,56,3.595,16.02,0.39,7271.368,145.42746,Day:1993md
26,56,3.595,16.02,0.395,7507.812,150.15634,Day:1993md
26,56,3.595,16.02,0.4,7735.832,154.71674,Day:1993md
26,56,3.595,16.02,0.405,7960.732,159.21474,Day:1993md
26,56,3.595,16.02,0.41,8175.752,163.51514,Day:1993md
26,56,3.595,16.02,0.415,8388.016,167.76042,Day:1993md
26,56,3.595,16.02,0.42,8593,171.8601,Day:1993md
26,56,3.595,16.02,0.425,8787.428,175.74866,Day:1993md
26,56,3.595,16.02,0.43,8978.268,179.56546,Day:1993md
26,56,3.595,16.02,0.435,9156.784,183.13578,Day:1993md
26,56,3.595,16.02,0.44,9332.388,186.64786,Day:1993md
26,56,3.595,16.02,0.445,9499.152,189.98314,Day:1993md
26,56,3.595,16.02,0.45,9653.384,193.06778,Day:1993md
26,56,3.595,16.02,0.455,9803.612,196.07234,Day:1993md
26,56,3.595,16.02,0.46,9939.436,198.78882,Day:1993md
26,56,3.595,16.02,0.465,10072.296,201.44602,Day:1993md
26,56,3.595,16.02,0.47,10189.088,203.78186,Day:1993md
26,56,3.595,16.02,0.475,10304.268,206.08546,Day:1993md
26,56,3.595,16.02,0.48,10409.308,208.18626,Day:1993md
26,56,3.595,16.02,0.485,10499.164,209.98338,Day:1993md
26,56,3.595,16.02,0.49,10586.732,211.73474,Day:1993md
26,56,3.595,16.02,0.495,10657.764,213.15538,Day:1993md
26,56,3.595,16.02,0.5,10728.484,214.56978,Day:1993md
26,56,3.595,16.02,0.505,10781.68,215.6337,Day:1993md
26,56,3.595,16.02,0.51,10836.8,216.7361,Day:1993md
26,56,3.595,16.02,0.515,10883.08,217.6617,Day:1993md
26,56,3.595,16.02,0.52,10914.8,218.2961,Day:1993md
26,56,3.595,16.02,0.525,10948.184,218.96378,Day:1993md
26,56,3.595,16.02,0.53,10966.332,219.32674,Day:1993md
26,56,3.595,16.02,0.535,10988.952,219.77914,Day:1993md
26,56,3.595,16.02,0.54,10995.92,219.9185,Day:1993md
26,56,3.595,16.02,0.545,11010.116,220.20242,Day:1993md
26,56,3.595,16.02,0.55,11008.296,220.16602,Day:1993md
26,56,3.595,16.02,0.555,11016.512,220.33034,Day:1993md
26,56,3.595,16.02,0.56,11020.308,220.40626,Day:1993md
26,56,3.595,16.02,0.565,11012.872,220.25754,Day:1993md
26,56,3.595,16.02,0.57,11014.12,220.2825,Day:1993md
26,56,3.595,16.02,0.575,11003.668,220.07346,Day:1993md
26,56,3.595,16.02,0.58,11004.344,220.08698,Day:1993md
26,56,3.595,16.02,0.585,10992.956,219.85922,Day:1993md
26,56,3.595,16.02,0.59,10994.724,219.89458,Day:1993md
26,56,3.595,16.02,0.595,10984.064,219.68138,Day:1993md
26,56,3.595,16.02,0.6,10988.328,219.76666,Day:1993md
26,56,3.595,16.02,0.605,10979.8,219.5961,Day:1993md
26,56,3.595,16.02,0.61,10987.548,219.75106,Day:1993md
26,56,3.595,16.02,0.615,10982.14,219.6429,Day:1993md
26,56,3.595,16.02,0.62,10994.1,219.8821,Day:1993md
26,56,3.595,16.02,0.625,11005.54,220.1109,Day:1993md
26,56,3.595,16.02,0.63,11009.024,220.18058,Day:1993md
26,56,3.595,16.02,0.635,11025.196,220.50402,Day:1993md
26,56,3.595,16.02,0.64,11032.84,220.6569,Day:1993md
26,56,3.595,16.02,0.645,11053.64,221.0729,Day:1993md
26,56,3.595,16.02,0.65,11065.548,221.31106,Day:1993md
26,56,3.595,16.02,0.655,11090.716,221.81442,Day:1993md
26,56,3.595,16.02,0.66,11106.628,222.13266,Day:1993md
26,56,3.595,16.02,0.665,11135.8,222.7161,Day:1993md
26,56,3.595,16.02,0.67,11155.404,223.10818,Day:1993md
26,56,3.595,16.02,0.675,11187.956,223.75922,Day:1993md
26,56,3.595,16.02,0.68,11210.784,224.21578,Day:1993md
26,56,3.595,16.02,0.685,11246.144,224.92298,Day:1993md
26,56,3.595,16.02,0.69,11271.52,225.4305,Day:1993md
26,56,3.595,16.02,0.695,11308.804,226.17618,Day:1993md
26,56,3.595,16.02,0.7,11336.208,226.72426,Day:1993md
26,56,3.595,16.02,0.705,11374.532,227.49074,Day:1993md
26,56,3.595,16.02,0.71,11403.236,228.06482,Day:1993md
26,56,3.595,16.02,0.715,11441.82,228.8365,Day:1993md
26,56,3.595,16.02,0.72,11471.148,229.42306,Day:1993md
26,56,3.595,16.02,0.725,11509.368,230.18746,Day:1993md
26,56,3.595,16.02,0.73,11538.696,230.77402,Day:1993md
26,56,3.595,16.02,0.735,11575.928,231.51866,Day:1993md
26,56,3.595,16.02,0.74,11604.58,232.0917,Day:1993md
26,56,3.595,16.02,0.745,11630.944,232.61898,Day:1993md
26,56,3.595,16.02,0.75,11667.916,233.35842,Day:1993md
26,56,3.595,16.02,0.755,11693.084,233.86178,Day:1993md
26,56,3.595,16.02,0.76,11727.768,234.55546,Day:1993md
26,56,3.595,16.02,0.765,11751.324,235.02658,Day:1993md
26,56,3.595,16.02,0.77,11783.408,235.66826,Day:1993md
26,56,3.595,16.02,0.775,11804.988,236.09986,Day:1993md
26,56,3.595,16.02,0.78,11834.16,236.6833,Day:1993md
26,56,3.595,16.02,0.785,11853.868,237.07746,Day:1993md
26,56,3.595,16.02,0.79,11879.764,237.59538,Day:1993md
26,56,3.595,16.02,0.795,11897.444,237.94898,Day:1993md
26,56,3.595,16.02,0.8,11919.96,238.3993,Day:1993md
26,56,3.595,16.02,0.805,11935.82,238.7165,Day:1993md
26,56,3.595,16.02,0.81,11948.716,238.97442,Day:1993md
26,56,3.595,16.02,0.815,11968.684,239.37378,Day:1993md
26,56,3.595,16.02,0.82,11979.344,239.58698,Day:1993md
26,56,3.595,16.02,0.825,11996.296,239.92602,Day:1993md
26,56,3.595,16.02,0.83,12005.292,240.10594,Day:1993md
26,56,3.595,16.02,0.835,12019.02,240.3805,Day:1993md
26,56,3.595,16.02,0.84,12026.456,240.52922,Day:1993md
26,56,3.595,16.02,0.845,12032.436,240.64882,Day:1993md
26,56,3.595,16.02,0.85,12043.564,240.87138,Day:1993md
26,56,3.595,16.02,0.855,12047.672,240.95354,Day:1993md
26,56,3.595,16.02,0.86,12056.824,241.13658,Day:1993md
26,56,3.595,16.02,0.865,12059.424,241.18858,Day:1993md
26,56,3.595,16.02,0.87,12066.808,241.33626,Day:1993md
26,56,3.595,16.02,0.875,12068.264,241.36538,Day:1993md
26,56,3.595,16.02,0.88,12070.76,241.4153,Day:1993md
26,56,3.595,16.02,0.885,12074.816,241.49642,Day:1993md
26,56,3.595,16.02,0.89,12077.104,241.54218,Day:1993md
26,56,3.595,16.02,0.895,12079.652,241.59314,Day:1993md
26,56,3.595,16.02,0.9,12081.94,241.6389,Day:1993md
26,56,3.595,16.02,0.905,12080.536,241.61082,Day:1993md
26,56,3.595,16.02,0.91,12085.944,241.71898,Day:1993md
26,56,3.595,16.02,0.915,12084.488,241.68986,Day:1993md
26,56,3.595,16.02,0.92,12089.584,241.79178,Day:1993md
26,56,3.595,16.02,0.925,12088.232,241.76474,Day:1993md
26,56,3.595,16.02,0.93,12091.144,241.82298,Day:1993md
26,56,3.595,16.02,0.935,12092.34,241.8469,Day:1993md
26,56,3.595,16.02,0.94,12096.032,241.92074,Day:1993md
26,56,3.595,16.02,0.945,12097.072,241.94154,Day:1993md
26,56,3.595,16.02,0.95,12101.7,242.0341,Day:1993md
26,56,3.595,16.02,0.955,12101.232,242.02474,Day:1993md
26,56,3.595,16.02,0.96,12108.46,242.1693,Day:1993md
26,56,3.595,16.02,0.965,12108.772,242.17554,Day:1993md
26,56,3.595,16.02,0.97,12114.908,242.29826,Day:1993md
26,56,3.595,16.02,0.975,12117.716,242.35442,Day:1993md
26,56,3.595,16.02,0.98,12124.892,242.49794,Day:1993md
26,56,3.595,16.02,0.985,12128.22,242.5645,Day:1993md
26,56,3.595,16.02,0.99,12136.28,242.7257,Day:1993md
26,56,3.595,16.02,0.995,12139.296,242.78602,Day:1993md
26,56,3.595,16.02,1,12149.124,242.98258,Day:1993md
26,56,3.595,16.02,1.005,12153.492,243.06994,Day:1993md
26,56,3.595,16.02,1.01,12162.228,243.24466,Day:1993md
26,56,3.595,16.02,1.015,12169.248,243.38506,Day:1993md
26,56,3.595,16.02,1.02,12176.684,243.53378,Day:1993md
26,56,3.595,16.02,1.025,12185.576,243.71162,Day:1993md
26,56,3.595,16.02,1.03,12193.688,243.87386,Day:1993md
26,56,3.595,16.02,1.035,12204.452,244.08914,Day:1993md
26,56,3.595,16.02,1.04,12209.548,244.19106,Day:1993md
26,56,3.595,16.02,1.045,12224.368,244.48746,Day:1993md
26,56,3.595,16.02,1.05,12230.608,244.61226,Day:1993md
26,56,3.595,16.02,1.055,12244.388,244.88786,Day:1993md
26,56,3.595,16.02,1.06,12252.604,245.05218,Day:1993md
26,56,3.595,16.02,1.065,12265.188,245.30386,Day:1993md
26,56,3.595,16.02,1.07,12274.704,245.49418,Day:1993md
26,56,3.595,16.02,1.075,12285,245.7001,Day:1993md
26,56,3.595,16.02,1.08,12298,245.9601,Day:1993md
26,56,3.595,16.02,1.085,12304.708,246.09426,Day:1993md
26,56,3.595,16.02,1.09,12321.244,246.42498,Day:1993md
26,56,3.595,16.02,1.095,12328.94,246.5789,Day:1993md
26,56,3.595,16.02,1.1,12343.292,246.86594,Day:1993md
26,56,3.595,16.02,1.105,12353.068,247.06146,Day:1993md
26,56,3.595,16.02,1.11,12363.052,247.26114,Day:1993md
26,56,3.595,16.02,1.115,12376.364,247.52738,Day:1993md
26,56,3.595,16.02,1.12,12383.332,247.66674,Day:1993md
26,56,3.595,16.02,1.125,12399.088,247.98186,Day:1993md
26,56,3.595,16.02,1.13,12406.628,248.13266,Day:1993md
26,56,3.595,16.02,1.135,12417.496,248.35002,Day:1993md
26,56,3.595,16.02,1.14,12429.196,248.58402,Day:1993md
26,56,3.595,16.02,1.145,12434.708,248.69426,Day:1993md
26,56,3.595,16.02,1.15,12450.308,249.00626,Day:1993md
26,56,3.595,16.02,1.155,12456.392,249.12794,Day:1993md
26,56,3.595,16.02,1.16,12468.144,249.36298,Day:1993md
26,56,3.595,16.02,1.165,12476.36,249.5273,Day:1993md
26,56,3.595,16.02,1.17,12480.624,249.61258,Day:1993md
26,56,3.595,16.02,1.175,12494.56,249.8913,Day:1993md
26,56,3.595,16.02,1.18,12499.084,249.98178,Day:1993md
26,56,3.595,16.02,1.185,12507.56,250.1513,Day:1993md
26,56,3.595,16.02,1.19,12515.724,250.31458,Day:1993md
26,56,3.595,16.02,1.195,12518.22,250.3645,Day:1993md
26,56,3.595,16.02,1.2,12529.556,250.59122,Day:1993md
26,56,3.595,16.02,1.205,12532.78,250.6557,Day:1993md
26,56,3.595,16.02,1.21,12537.668,250.75346,Day:1993md
26,56,3.595,16.02,1.215,12544.688,250.89386,Day:1993md
26,56,3.595,16.02,1.22,12545.624,250.91258,Day:1993md
26,56,3.595,16.02,1.225,12553.164,251.06338,Day:1993md
26,56,3.595,16.02,1.23,12555.088,251.10186,Day:1993md
26,56,3.595,16.02,1.235,12554.048,251.08106,Day:1993md
26,56,3.595,16.02,1.24,12561.588,251.23186,Day:1993md
26,56,3.595,16.02,1.245,12560.86,251.2173,Day:1993md
26,56,3.595,16.02,1.25,12561.692,251.23394,Day:1993md
26,56,3.595,16.02,1.255,12564.864,251.29738,Day:1993md
26,56,3.595,16.02,1.26,12562.524,251.25058,Day:1993md
26,56,3.595,16.02,1.265,12569.492,251.38994,Day:1993md
26,56,3.595,16.02,1.27,12568.296,251.36602,Day:1993md
26,56,3.595,16.02,1.275,12563.356,251.26722,Day:1993md
26,56,3.595,16.02,1.28,12564.552,251.29114,Day:1993md
26,56,3.595,16.02,1.285,12560.236,251.20482,Day:1993md
26,56,3.595,16.02,1.29,12553.528,251.07066,Day:1993md
26,56,3.595,16.02,1.295,12553.528,251.07066,Day:1993md
26,56,3.595,16.02,1.3,12547.08,250.9417,Day:1993md
26,56,3.595,16.02,1.305,12538.708,250.77426,Day:1993md
26,56,3.595,16.02,1.31,12537.148,250.74306,Day:1993md
26,56,3.595,16.02,1.315,12528.776,250.57562,Day:1993md
26,56,3.595,16.02,1.32,12519.52,250.3905,Day:1993md
26,56,3.595,16.02,1.325,12515.464,250.30938,Day:1993md
26,56,3.595,16.02,1.33,12505.428,250.10866,Day:1993md
26,56,3.595,16.02,1.335,12495.548,249.91106,Day:1993md
26,56,3.595,16.02,1.34,12488.684,249.77378,Day:1993md
26,56,3.595,16.02,1.345,12477.036,249.54082,Day:1993md
26,56,3.595,16.02,1.35,12465.492,249.30994,Day:1993md
26,56,3.595,16.02,1.355,12456.912,249.13834,Day:1993md
26,56,3.595,16.02,1.36,12443.756,248.87522,Day:1993md
26,56,3.595,16.02,1.365,12429.352,248.58714,Day:1993md
26,56,3.595,16.02,1.37,12420.252,248.40514,Day:1993md
26,56,3.595,16.02,1.375,12405.692,248.11394,Day:1993md
26,56,3.595,16.02,1.38,12389.936,247.79882,Day:1993md
26,56,3.595,16.02,1.385,12378.86,247.5773,Day:1993md
26,56,3.595,16.02,1.39,12363.052,247.26114,Day:1993md
26,56,3.595,16.02,1.395,12345.996,246.92002,Day:1993md
26,56,3.595,16.02,1.4,12332.892,246.65794,Day:1993md
26,56,3.595,16.02,1.405,12315.94,246.3189,Day:1993md
26,56,3.595,16.02,1.41,12297.74,245.9549,Day:1993md
26,56,3.595,16.02,1.415,12282.452,245.64914,Day:1993md
26,56,3.595,16.02,1.42,12264.668,245.29346,Day:1993md
26,56,3.595,16.02,1.425,12245.324,244.90658,Day:1993md
26,56,3.595,16.02,1.43,12227.176,244.54362,Day:1993md
26,56,3.595,16.02,1.435,12209.444,244.18898,Day:1993md
26,56,3.595,16.02,1.44,12189.164,243.78338,Day:1993md
26,56,3.595,16.02,1.445,12168.104,243.36218,Day:1993md
26,56,3.595,16.02,1.45,12150.528,243.01066,Day:1993md
26,56,3.595,16.02,1.455,12129.364,242.58738,Day:1993md
26,56,3.595,16.02,1.46,12107.472,242.14954,Day:1993md
26,56,3.595,16.02,1.465,12087.972,241.75954,Day:1993md
26,56,3.595,16.02,1.47,12066.288,241.32586,Day:1993md
26,56,3.595,16.02,1.475,12043.616,240.87242,Day:1993md
26,56,3.595,16.02,1.48,12021.568,240.43146,Day:1993md
26,56,3.595,16.02,1.485,12000.248,240.00506,Day:1993md
26,56,3.595,16.02,1.49,11976.9,239.5381,Day:1993md
26,56,3.595,16.02,1.495,11953.032,239.06074,Day:1993md
26,56,3.595,16.02,1.5,11931.296,238.62602,Day:1993md
26,56,3.595,16.02,1.505,11907.584,238.15178,Day:1993md
26,56,3.595,16.02,1.51,11883.144,237.66298,Day:1993md
26,56,3.595,16.02,1.515,11859.224,237.18458,Day:1993md
26,56,3.595,16.02,1.52,11835.98,236.7197,Day:1993md
26,56,3.595,16.02,1.525,11811.176,236.22362,Day:1993md
26,56,3.595,16.02,1.53,11785.956,235.71922,Day:1993md
26,56,3.595,16.02,1.535,11762.192,235.24394,Day:1993md
26,56,3.595,16.02,1.54,11737.336,234.74682,Day:1993md
26,56,3.595,16.02,1.545,11711.804,234.23618,Day:1993md
26,56,3.605,16.02,0.06,0,0.0001,Day:1993md
26,56,3.605,16.02,0.065,9.256,0.18522,Day:1993md
26,56,3.605,16.02,0.07,16.38,0.3277,Day:1993md
26,56,3.605,16.02,0.075,19.5,0.3901,Day:1993md
26,56,3.605,16.02,0.08,23.036,0.46082,Day:1993md
26,56,3.605,16.02,0.085,26.988,0.53986,Day:1993md
26,56,3.605,16.02,0.09,31.356,0.62722,Day:1993md
26,56,3.605,16.02,0.095,36.296,0.72602,Day:1993md
26,56,3.605,16.02,0.1,41.756,0.83522,Day:1993md
26,56,3.605,16.02,0.105,47.788,0.95586,Day:1993md
26,56,3.605,16.02,0.11,54.496,1.09002,Day:1993md
26,56,3.605,16.02,0.115,61.984,1.23978,Day:1993md
26,56,3.605,16.02,0.12,70.2,1.4041,Day:1993md
26,56,3.605,16.02,0.125,79.3,1.5861,Day:1993md
26,56,3.605,16.02,0.13,89.284,1.78578,Day:1993md
26,56,3.605,16.02,0.135,100.36,2.0073,Day:1993md
26,56,3.605,16.02,0.14,112.528,2.25066,Day:1993md
26,56,3.605,16.02,0.145,125.944,2.51898,Day:1993md
26,56,3.605,16.02,0.15,140.66,2.8133,Day:1993md
26,56,3.605,16.02,0.155,156.884,3.13778,Day:1993md
26,56,3.605,16.02,0.16,174.72,3.4945,Day:1993md
26,56,3.605,16.02,0.165,194.324,3.88658,Day:1993md
26,56,3.605,16.02,0.17,215.904,4.31818,Day:1993md
26,56,3.605,16.02,0.175,239.616,4.79242,Day:1993md
26,56,3.605,16.02,0.18,265.668,5.31346,Day:1993md
26,56,3.605,16.02,0.185,294.32,5.8865,Day:1993md
26,56,3.605,16.02,0.19,325.832,6.51674,Day:1993md
26,56,3.605,16.02,0.195,360.464,7.20938,Day:1993md
26,56,2.02,20.016,0.06,1679.548,33.59106,Day:1993md
26,56,2.02,20.016,0.065,2058.836,41.17682,Day:1993md
26,56,2.02,20.016,0.07,2497.664,49.95338,Day:1993md
26,56,2.02,20.016,0.075,3003.624,60.07258,Day:1993md
26,56,2.02,20.016,0.08,3584.672,71.69354,Day:1993md
26,56,2.02,20.016,0.085,4249.024,84.98058,Day:1993md
26,56,2.02,20.016,0.09,5004.74,100.0949,Day:1993md
26,56,2.02,20.016,0.095,5861.544,117.23098,Day:1993md
26,56,2.02,20.016,0.1,6821.62,136.4325,Day:1993md
26,56,2.02,20.016,0.105,7894.848,157.89706,Day:1993md
26,56,2.02,20.016,0.11,9082.06,181.6413,Day:1993md
26,56,2.02,20.016,0.115,10383.464,207.66938,Day:1993md
26,56,2.02,20.016,0.12,11796.044,235.92098,Day:1993md
26,56,2.02,20.016,0.125,13313.508,266.27026,Day:1993md
26,56,2.02,20.016,0.13,14920.256,298.40522,Day:1993md
26,56,2.02,20.016,0.135,16613.948,332.27906,Day:1993md
26,56,2.02,20.016,0.14,18374.512,367.49034,Day:1993md
26,56,2.02,20.016,0.145,20185.308,403.70626,Day:1993md
26,56,2.02,20.016,0.15,22028.968,440.57946,Day:1993md
26,56,2.02,20.016,0.155,23888.436,477.76882,Day:1993md
26,56,2.02,20.016,0.16,25735.788,514.71586,Day:1993md
26,56,2.02,20.016,0.165,27577.472,551.54954,Day:1993md
26,56,2.02,20.016,0.17,29390.452,587.80914,Day:1993md
26,56,2.02,20.016,0.175,31163.132,623.26274,Day:1993md
26,56,2.02,20.016,0.18,32885.476,657.70962,Day:1993md
26,56,2.02,20.016,0.185,34548.8,690.9761,Day:1993md
26,56,2.02,20.016,0.19,36123.152,722.46314,Day:1993md
26,56,2.02,20.016,0.195,37641.344,752.82698,Day:1993md
26,56,2.02,20.016,0.2,39077.48,781.5497,Day:1993md
26,56,2.02,20.016,0.205,40424.748,808.49506,Day:1993md
26,56,2.02,20.016,0.21,41676.492,833.52994,Day:1993md
26,56,2.02,20.016,0.215,42826.316,856.52642,Day:1993md
26,56,2.02,20.016,0.22,43868.24,877.3649,Day:1993md
26,56,2.02,20.016,0.225,44751.928,895.03866,Day:1993md
26,56,2.02,20.016,0.23,45552.936,911.05882,Day:1993md
26,56,2.02,20.016,0.235,46228.728,924.57466,Day:1993md
26,56,2.02,20.016,0.24,46776.08,935.5217,Day:1993md
26,56,2.02,20.016,0.245,47193.016,943.86042,Day:1993md
26,56,2.02,20.016,0.25,47479.848,949.59706,Day:1993md
26,56,2.02,20.016,0.255,47569.652,951.39314,Day:1993md
26,56,2.02,20.016,0.26,47591.128,951.82266,Day:1993md
26,56,2.02,20.016,0.265,47489.884,949.79778,Day:1993md
26,56,2.02,20.016,0.27,47272.94,945.4589,Day:1993md
26,56,2.02,20.016,0.275,46949.084,938.98178,Day:1993md
26,56,2.02,20.016,0.28,46529.808,930.59626,Day:1993md
26,56,2.02,20.016,0.285,45927.7,918.5541,Day:1993md
26,56,2.02,20.016,0.29,45335.68,906.7137,Day:1993md
26,56,2.02,20.016,0.295,44680.844,893.61698,Day:1993md
26,56,2.02,20.016,0.3,43976.608,879.53226,Day:1993md
26,56,2.02,20.016,0.305,43237.168,864.74346,Day:1993md
26,56,2.02,20.016,0.31,42361.592,847.23194,Day:1993md
26,56,2.02,20.016,0.315,41574.936,831.49882,Day:1993md
26,56,2.02,20.016,0.32,40786.876,815.73762,Day:1993md
26,56,2.02,20.016,0.325,40008.696,800.17402,Day:1993md
26,56,2.02,20.016,0.33,39252.044,785.04098,Day:1993md
26,56,2.02,20.016,0.335,38397.008,767.94026,Day:1993md
26,56,2.02,20.016,0.34,37693.292,753.86594,Day:1993md
26,56,2.02,20.016,0.345,37031.176,740.62362,Day:1993md
26,56,2.02,20.016,0.35,36417.212,728.34434,Day:1993md
26,56,2.02,20.016,0.355,35859.148,717.18306,Day:1993md
26,56,2.02,20.016,0.36,35215.7,704.3141,Day:1993md
26,56,2.02,20.016,0.365,34757.84,695.1569,Day:1993md
26,56,2.02,20.016,0.37,34358.948,687.17906,Day:1993md
26,56,2.02,20.016,0.375,34022.04,680.4409,Day:1993md
26,56,2.02,20.016,0.38,33610.772,672.21554,Day:1993md
26,56,2.02,20.016,0.385,33382.128,667.64266,Day:1993md
26,56,2.02,20.016,0.39,33209.904,664.19818,Day:1993md
26,56,2.02,20.016,0.395,33094.464,661.88938,Day:1993md
26,56,2.02,20.016,0.4,32903.416,658.06842,Day:1993md
26,56,2.02,20.016,0.405,32880.38,657.6077,Day:1993md
26,56,2.02,20.016,0.41,32902.324,658.04658,Day:1993md
26,56,2.02,20.016,0.415,32968.884,659.37778,Day:1993md
26,56,2.02,20.016,0.42,32950.996,659.02002,Day:1993md
26,56,2.02,20.016,0.425,33079.54,661.5909,Day:1993md
26,56,2.02,20.016,0.43,33237.412,664.74834,Day:1993md
26,56,2.02,20.016,0.435,33316.348,666.32706,Day:1993md
26,56,2.02,20.016,0.44,33514.364,670.28738,Day:1993md
26,56,2.02,20.016,0.445,33727.46,674.5493,Day:1993md
26,56,2.02,20.016,0.45,33955.168,679.10346,Day:1993md
26,56,3.595,20.016,0.295,7.02,0.1405,Day:1993md
26,56,3.595,20.016,0.3,30.16,0.6033,Day:1993md
26,56,3.595,20.016,0.305,32.448,0.64906,Day:1993md
26,56,3.595,20.016,0.31,34.892,0.69794,Day:1993md
26,56,3.595,20.016,0.315,37.544,0.75098,Day:1993md
26,56,3.595,20.016,0.32,40.404,0.80818,Day:1993md
26,56,3.595,20.016,0.325,43.42,0.8685,Day:1993md
26,56,3.595,20.016,0.33,46.748,0.93506,Day:1993md
26,56,3.595,20.016,0.335,50.284,1.00578,Day:1993md
26,56,3.595,20.016,0.34,54.132,1.08274,Day:1993md
26,56,3.595,20.016,0.345,58.292,1.16594,Day:1993md
26,56,3.595,20.016,0.35,62.816,1.25642,Day:1993md
26,56,3.595,20.016,0.355,67.652,1.35314,Day:1993md
26,56,3.595,20.016,0.36,72.956,1.45922,Day:1993md
26,56,3.595,20.016,0.365,78.624,1.57258,Day:1993md
26,56,3.595,20.016,0.37,84.812,1.69634,Day:1993md
26,56,3.595,20.016,0.375,91.52,1.8305,Day:1993md
26,56,3.595,20.016,0.38,98.852,1.97714,Day:1993md
26,56,3.595,20.016,0.385,106.756,2.13522,Day:1993md
26,56,3.595,20.016,0.39,115.336,2.30682,Day:1993md
26,56,3.595,20.016,0.395,124.644,2.49298,Day:1993md
26,56,3.595,20.016,0.4,134.732,2.69474,Day:1993md
26,56,3.595,20.016,0.405,145.704,2.91418,Day:1993md
26,56,3.595,20.016,0.41,157.612,3.15234,Day:1993md
26,56,3.595,20.016,0.415,170.456,3.40922,Day:1993md
26,56,3.595,20.016,0.42,184.34,3.6869,Day:1993md
26,56,3.595,20.016,0.425,199.368,3.98746,Day:1993md
26,56,3.595,20.016,0.43,215.54,4.3109,Day:1993md
26,56,3.595,20.016,0.435,232.96,4.6593,Day:1993md
26,56,3.595,20.016,0.44,251.628,5.03266,Day:1993md
26,56,3.595,20.016,0.445,271.7,5.4341,Day:1993md
26,56,3.595,20.016,0.45,293.072,5.86154,Day:1993md
26,56,3.595,20.016,0.455,315.9,6.3181,Day:1993md
26,56,3.595,20.016,0.46,340.08,6.8017,Day:1993md
26,56,3.595,20.016,0.465,365.768,7.31546,Day:1993md
26,56,3.595,20.016,0.47,392.808,7.85626,Day:1993md
26,56,3.595,20.016,0.475,421.304,8.42618,Day:1993md
26,56,3.595,20.016,0.48,451.1,9.0221,Day:1993md
26,56,3.595,20.016,0.485,482.248,9.64506,Day:1993md
26,56,3.595,20.016,0.49,514.488,10.28986,Day:1993md
26,56,3.595,20.016,0.495,547.976,10.95962,Day:1993md
26,56,3.595,20.016,0.5,582.348,11.64706,Day:1993md
26,56,3.595,20.016,0.505,617.812,12.35634,Day:1993md
26,56,3.595,20.016,0.51,653.9,13.0781,Day:1993md
26,56,3.595,20.016,0.515,690.872,13.81754,Day:1993md
26,56,3.595,20.016,0.52,728.364,14.56738,Day:1993md
26,56,3.595,20.016,0.525,766.22,15.3245,Day:1993md
26,56,3.595,20.016,0.53,804.544,16.09098,Day:1993md
26,56,3.595,20.016,0.535,842.972,16.85954,Day:1993md
26,56,3.595,20.016,0.54,881.712,17.63434,Day:1993md
26,56,3.595,20.016,0.545,920.4,18.4081,Day:1993md
26,56,3.595,20.016,0.55,959.192,19.18394,Day:1993md
26,56,3.595,20.016,0.555,997.724,19.95458,Day:1993md
26,56,3.595,20.016,0.56,1036.36,20.7273,Day:1993md
26,56,3.595,20.016,0.565,1074.528,21.49066,Day:1993md
26,56,3.595,20.016,0.57,1112.748,22.25506,Day:1993md
26,56,3.595,20.016,0.575,1150.396,23.00802,Day:1993md
26,56,3.595,20.016,0.58,1188.044,23.76098,Day:1993md
26,56,3.595,20.016,0.585,1225.068,24.50146,Day:1993md
26,56,3.595,20.016,0.59,1262.04,25.2409,Day:1993md
26,56,3.595,20.016,0.595,1298.284,25.96578,Day:1993md
26,56,3.595,20.016,0.6,1334.528,26.69066,Day:1993md
26,56,3.595,20.016,0.605,1369.94,27.3989,Day:1993md
