Z,A,E0,ThetaDeg,nu,cross,error,dataSet,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.194,37348.324,746.96648,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.196,37930.984,758.61968,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.198,38523.108,770.46216,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.2,39077.48,781.5496,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.202,39645.424,792.90848,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.204,40168.388,803.36776,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.206,40677.364,813.54728,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.208,41201.732,824.03464,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.21,41676.492,833.52984,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.212,42136.068,842.72136,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.214,42613.168,852.26336,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.216,43035.772,860.71544,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.218,43442.1,868.842,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.22,43868.24,877.3648,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.222,44234.996,884.69992,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.224,44584.384,891.68768,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.226,44956.34,899.1268,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.228,45263.712,905.27424,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.23,45552.936,911.05872,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.232,45867.848,917.35696,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.234,46113.028,922.26056,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.236,46339.436,926.78872,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.238,46595.172,931.90344,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.24,46776.08,935.5216,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.242,46937.852,938.75704,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.244,47133.164,942.66328,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.246,47248.656,944.97312,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.248,47345.116,946.90232,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.25,47479.848,949.59696,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.252,47529.924,950.59848,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.254,47561.488,951.22976,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.256,47636.784,952.73568,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.258,47622.64,952.4528,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.26,47591.128,951.82256,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.262,47609.276,952.18552,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.264,47533.512,950.67024,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.266,47441.836,948.83672,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.268,47406.58,948.1316,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.27,47272.94,945.4588,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.272,47125.364,942.50728,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.274,47041.384,940.82768,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.276,46854.756,937.09512,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.278,46656.584,933.13168,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.28,46529.808,930.59616,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.282,46295.964,925.91928,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.284,46053.384,921.06768,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.286,45799,915.98,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.288,45615.856,912.31712,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.29,45335.68,906.7136,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.292,45046.3,900.926,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.294,44835.44,896.7088,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.296,44524.844,890.49688,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.298,44207.8,884.156,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.3,43976.608,879.53216,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.302,43642.976,872.85952,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.304,43305.652,866.11304,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.306,43061.408,861.22816,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.308,42712.02,854.2404,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.31,42361.592,847.23184,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.312,42111.524,842.23048,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.314,41753.244,835.06488,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.316,41396.732,827.93464,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.318,41147.548,822.95096,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.32,40786.876,815.73752,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.322,40430.572,808.61144,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.324,40188.616,803.77232,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.326,39831.272,796.62544,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.328,39481.052,789.62104,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.33,39252.044,785.04088,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.332,38903.176,778.06352,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.334,38564.032,771.28064,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.336,38353.224,767.06448,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.338,38016.94,760.3388,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.34,37693.292,753.86584,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.342,37377.808,747.55616,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.344,37184.94,743.6988,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.346,36880.22,737.6044,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.348,36585.328,731.70656,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.35,36417.212,728.34424,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.352,36134.176,722.68352,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.354,35862.476,717.24952,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.356,35721.764,714.43528,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.358,35462.232,709.24464,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.36,35215.7,704.314,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.362,35104.472,702.08944,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.364,34869.484,697.38968,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.366,34649.212,692.98424,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.368,34569.548,691.39096,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.37,34358.948,687.17896,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.372,34165.508,683.31016,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.374,33983.716,679.67432,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.376,33932.028,678.64056,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.378,33765.16,675.3032,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.38,33610.772,672.21544,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.382,33588.62,671.7724,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.384,33447.388,668.94776,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.386,33319.728,666.39456,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.388,33327.372,666.54744,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.39,33209.904,664.19808,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.392,33107.724,662.15448,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.394,33016.152,660.32304,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.396,33049.276,660.98552,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.398,32970.86,659.4172,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.4,32903.416,658.06832,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.402,32961.448,659.22896,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.404,32904.248,658.08496,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.406,32858.956,657.17912,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.408,32941.688,658.83376,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.41,32902.324,658.04648,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.412,32876.792,657.53584,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.414,32859.996,657.19992,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.416,32959.004,659.18008,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.418,32950.372,659.00744,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.42,32950.996,659.01992,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.422,33068.308,661.36616,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.424,33072.884,661.45768,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.426,33088.12,661.7624,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.428,33109.856,662.19712,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.43,33237.412,664.74824,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.432,33264.14,665.2828,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.434,33297.732,665.95464,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.436,33437.404,668.74808,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.438,33471.828,669.43656,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.44,33514.364,670.28728,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.442,33561.476,671.22952,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.444,33704.164,674.08328,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.446,33752.472,675.04944,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.448,33805.72,676.1144,Day:1993md,,,,,,,,,,,,,,,
26,56,2.02,20.016,0.45,33955.168,679.10336,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.135,0.208,0.00416,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.137,0.208,0.00416,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.139,0.208,0.00416,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.141,0.26,0.0052,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.143,0.26,0.0052,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.145,0.26,0.0052,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.147,0.26,0.0052,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.149,0.312,0.00624,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.151,0.312,0.00624,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.153,0.312,0.00624,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.155,0.312,0.00624,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.157,0.364,0.00728,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.159,0.364,0.00728,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.161,0.364,0.00728,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.163,0.416,0.00832,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.165,0.416,0.00832,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.167,0.416,0.00832,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.169,0.468,0.00936,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.171,0.468,0.00936,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.173,0.468,0.00936,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.175,0.52,0.0104,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.177,0.52,0.0104,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.179,0.572,0.01144,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.181,0.572,0.01144,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.183,0.624,0.01248,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.185,0.624,0.01248,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.187,0.676,0.01352,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.189,0.676,0.01352,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.191,0.728,0.01456,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.193,0.728,0.01456,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.195,0.78,0.0156,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.197,0.832,0.01664,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.199,0.832,0.01664,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.201,0.884,0.01768,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.203,0.936,0.01872,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.205,0.988,0.01976,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.207,1.04,0.0208,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.209,1.04,0.0208,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.211,1.092,0.02184,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.213,1.144,0.02288,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.215,1.196,0.02392,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.217,1.248,0.02496,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.219,1.3,0.026,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.221,1.352,0.02704,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.223,1.456,0.02912,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.225,1.508,0.03016,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.227,1.56,0.0312,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.229,1.664,0.03328,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.231,1.716,0.03432,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.233,1.768,0.03536,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.235,1.872,0.03744,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.237,1.976,0.03952,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.239,2.028,0.04056,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.241,2.132,0.04264,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.243,2.236,0.04472,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.245,2.34,0.0468,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.247,2.444,0.04888,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.249,2.548,0.05096,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.251,2.652,0.05304,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.253,2.756,0.05512,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.255,2.912,0.05824,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.257,3.016,0.06032,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.259,3.172,0.06344,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.261,3.328,0.06656,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.263,3.484,0.06968,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.265,3.64,0.0728,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.267,3.796,0.07592,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.269,3.952,0.07904,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.271,4.16,0.0832,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.273,4.316,0.08632,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.275,4.524,0.09048,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.277,4.732,0.09464,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.279,4.94,0.0988,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.281,5.148,0.10296,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.283,5.408,0.10816,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.285,5.668,0.11336,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.287,5.876,0.11752,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.289,6.188,0.12376,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.291,6.448,0.12896,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.293,6.76,0.1352,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.295,7.02,0.1404,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.297,7.384,0.14768,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.299,29.744,0.59488,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.301,30.628,0.61256,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.303,31.512,0.63024,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.305,32.448,0.64896,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.307,33.384,0.66768,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.309,34.372,0.68744,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.311,35.412,0.70824,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.313,36.452,0.72904,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.315,37.544,0.75088,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.317,38.636,0.77272,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.319,39.78,0.7956,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.321,40.976,0.81952,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.323,42.172,0.84344,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.325,43.42,0.8684,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.327,44.72,0.8944,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.329,46.072,0.92144,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.331,47.424,0.94848,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.333,48.828,0.97656,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.335,50.284,1.00568,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.337,51.792,1.03584,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.339,53.352,1.06704,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.341,54.964,1.09928,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.343,56.628,1.13256,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.345,58.292,1.16584,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.347,60.06,1.2012,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.349,61.88,1.2376,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.351,63.752,1.27504,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.353,65.676,1.31352,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.355,67.652,1.35304,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.357,69.732,1.39464,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.359,71.864,1.43728,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.361,74.048,1.48096,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.363,76.284,1.52568,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.365,78.624,1.57248,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.367,81.068,1.62136,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.369,83.564,1.67128,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.371,86.112,1.72224,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.373,88.764,1.77528,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.375,91.52,1.8304,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.377,94.38,1.8876,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.379,97.344,1.94688,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.381,100.36,2.0072,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.383,103.48,2.0696,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.385,106.756,2.13512,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.387,110.084,2.20168,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.389,113.568,2.27136,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.391,117.156,2.34312,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.393,120.796,2.41592,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.395,124.644,2.49288,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.397,128.596,2.57192,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.399,132.652,2.65304,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.401,136.864,2.73728,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.403,141.232,2.82464,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.405,145.704,2.91408,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.407,150.332,3.00664,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.409,155.116,3.10232,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.411,160.056,3.20112,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.413,165.152,3.30304,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.415,170.456,3.40912,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.417,175.864,3.51728,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.419,181.48,3.6296,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.421,187.252,3.74504,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.423,193.18,3.8636,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.425,199.368,3.98736,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.427,205.712,4.11424,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.429,212.212,4.24424,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.431,218.92,4.3784,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.433,225.784,4.51568,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.435,232.96,4.6592,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.437,240.292,4.80584,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.439,247.78,4.9556,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.441,255.528,5.11056,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.443,263.536,5.27072,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.445,271.7,5.434,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.447,280.072,5.60144,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.449,288.704,5.77408,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.451,297.492,5.94984,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.453,306.592,6.13184,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.455,315.9,6.318,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.457,325.416,6.50832,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.459,335.14,6.7028,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.461,345.124,6.90248,Day:1993md,,,,,,,,,,,,,,,
26,56,3.595,20.016,0.463,355.368,7.10736,Day:1993md,,,,,,,,,,,,,,,
